timestamp,roll,pitch,yaw
32728385921,-0.345943,-0.225735,0.0475866
32728402404,-0.346032,-0.225013,0.0474669
32728424858,-0.346971,-0.223019,0.0488447
32728447394,-0.346762,-0.219686,0.0537123
32728462378,-0.340861,-0.218724,0.0612113
32728484845,-0.333713,-0.21807,0.0535565
32728505890,-0.344875,-0.208341,0.0559719
32728521700,-0.350265,-0.210311,0.0565419
32728544883,-0.349834,-0.213149,0.056008
32728565941,-0.349475,-0.211521,0.0567968
32728582390,-0.349136,-0.210867,0.056268
32728604883,-0.350198,-0.211046,0.0566649
32728625958,-0.352094,-0.210823,0.0570859
32728642423,-0.352231,-0.211462,0.0569683
32728664899,-0.352416,-0.212159,0.0572403
32728685881,-0.352426,-0.212282,0.0572632
32728702390,-0.352424,-0.212425,0.0571639
32728725338,-0.352424,-0.212425,0.0571639
32728747388,-0.352424,-0.212425,0.0571639
32728762417,-0.352924,-0.212263,0.0573165
32728784866,-0.353341,-0.212073,0.057701
32728807381,-0.353239,-0.211888,0.0580309
32728828429,-0.35313,-0.211903,0.0580185
32728844909,-0.35342,-0.211801,0.0585332
32728867359,-0.354098,-0.211695,0.0590887
32728888458,-0.354275,-0.211895,0.0593927
32728904897,-0.353435,-0.21212,0.0595891
32728927461,-0.35243,-0.212266,0.0595043
32728941722,-0.352559,-0.212265,0.0595179
32728964922,-0.352406,-0.212165,0.0593591
32728987452,-0.352012,-0.212226,0.0590751
32729001764,-0.351713,-0.212436,0.058582
32729024876,-0.351713,-0.212436,0.058582
32729047453,-0.351713,-0.212436,0.058582
32729061749,-0.351176,-0.212518,0.058162
32729084913,-0.349529,-0.212849,0.0577881
32729108582,-0.348034,-0.213279,0.0575724
32729121753,-0.34662,-0.213184,0.0574005
32729144959,-0.345754,-0.21322,0.0573072
32729167397,-0.345744,-0.213097,0.0572847
32729181766,-0.34663,-0.213075,0.0573791
32729205081,-0.347791,-0.213117,0.0577669
32729233579,-0.347687,-0.213076,0.0579977
32729248438,-0.346484,-0.213032,0.0583526
32729264968,-0.345392,-0.212973,0.05872
32729287466,-0.345462,-0.213278,0.0591544
32729308566,-0.347023,-0.213668,0.0596499
32729324955,-0.349077,-0.214094,0.0599567
32729347453,-0.34996,-0.214214,0.0599522
32729368503,-0.350101,-0.214335,0.0599888
32729385020,-0.349423,-0.214671,0.0594764
32729407443,-0.349395,-0.214857,0.0591324
32729428482,-0.350121,-0.215165,0.0587705
32729444904,-0.350448,-0.215355,0.0583444
32729467476,-0.350418,-0.215311,0.057956
32729488438,-0.350489,-0.215359,0.0576018
32729504950,-0.350459,-0.215315,0.0572133
32729527472,-0.351049,-0.21559,0.0569589
32729556048,-0.351681,-0.215749,0.0568064
32729564968,-0.351552,-0.21575,0.0567926
32729587499,-0.351541,-0.215628,0.0567697
32729608779,-0.350908,-0.215238,0.0568777
32729624996,-0.350319,-0.215193,0.0571766
32729647449,-0.350208,-0.214886,0.0574841
32729668639,-0.350518,-0.214799,0.0580007
32729685053,-0.350529,-0.214921,0.0580235
32729707439,-0.350659,-0.21492,0.0580373
32729729912,-0.350546,-0.214987,0.0582897
32729744987,-0.349926,-0.215273,0.0581452
32729767486,-0.349312,-0.215272,0.0581997
32729790006,-0.349312,-0.215272,0.0581997
32729805013,-0.349441,-0.21527,0.0582135
32729833557,-0.349441,-0.21527,0.0582135
32729850003,-0.348943,-0.215289,0.0581594
32729864351,-0.348943,-0.215289,0.0581594
32729871906,-0.348814,-0.21529,0.0581456
32729892944,-0.348943,-0.215289,0.0581594
32729915516,-0.348943,-0.215289,0.0581594
32729933303,-0.348814,-0.21529,0.0581456
32729953024,-0.348803,-0.215168,0.0581229
32729975358,-0.348713,-0.215106,0.0584759
32729990441,-0.348267,-0.21504,0.0589112
32730012841,-0.348332,-0.214935,0.0595227
32730035334,-0.348252,-0.214995,0.0598985
32730050342,-0.348373,-0.215102,0.0599337
32730072950,-0.348383,-0.215224,0.0599565
32730095507,-0.348394,-0.215347,0.0599792
32730113337,-0.3489,-0.215593,0.0599565
32730132847,-0.349383,-0.215739,0.0597888
32730155505,-0.349383,-0.215739,0.0597888
32730170422,-0.349383,-0.215739,0.0597888
32730193095,-0.349875,-0.215776,0.0595997
32730215507,-0.349875,-0.215776,0.0595997
32730230535,-0.349875,-0.215776,0.0595997
32730252948,-0.350379,-0.216167,0.0594779
32730275552,-0.352424,-0.216471,0.0597652
32730291866,-0.356895,-0.217329,0.0603072
32730312985,-0.361347,-0.218085,0.060708
32730335383,-0.362748,-0.218021,0.060982
32730351814,-0.361474,-0.217385,0.0610929
32730372999,-0.360106,-0.216973,0.0613599
32730395476,-0.359898,-0.216889,0.0618208
32730411827,-0.360731,-0.217024,0.0624391
32730432974,-0.360861,-0.217022,0.0624531
32730455557,-0.360255,-0.217288,0.0624317
32730471872,-0.359114,-0.217725,0.0621331
32730492932,-0.3586,-0.21791,0.0618573
32730515513,-0.3586,-0.21791,0.0618573
32730533349,-0.35858,-0.217896,0.0618559
32730553029,-0.35871,-0.217894,0.06187
32730575530,-0.358044,-0.217462,0.0615867
32730591849,-0.357215,-0.217038,0.0611662
32730612996,-0.356684,-0.21669,0.0610418
32730635511,-0.355619,-0.215765,0.0607485
32730653330,-0.354105,-0.215037,0.0599478
32730673033,-0.353776,-0.214362,0.0595385
32730695450,-0.352618,-0.21366,0.0594027
32730713364,-0.352603,-0.212985,0.0596545
32730732918,-0.35404,-0.212857,0.0602912
32730755386,-0.357352,-0.213242,0.0607335
32730773260,-0.360493,-0.213765,0.0618077
32730792912,-0.361616,-0.213795,0.0629392
32730815442,-0.361219,-0.213784,0.063764
32730833416,-0.359543,-0.213946,0.0643539
32730853079,-0.359898,-0.214864,0.0648126
32730870935,-0.361251,-0.21574,0.06538
32730893414,-0.361392,-0.215861,0.0654176
32730912949,-0.360619,-0.21605,0.0651148
32730930856,-0.359159,-0.215794,0.0645274
32730953456,-0.357435,-0.215597,0.0636697
32730972895,-0.355985,-0.215606,0.0630076
32730990845,-0.356153,-0.215754,0.0621798
32731013350,-0.357083,-0.215967,0.0615782
32731040519,-0.359218,-0.216622,0.0613167
32731050911,-0.360209,-0.217016,0.0611295
32731073366,-0.359202,-0.217162,0.0610425
32731092891,-0.359077,-0.217718,0.0607556
32731110821,-0.359359,-0.218335,0.0607774
32731133371,-0.358484,-0.218336,0.0608026
32731152957,-0.357737,-0.218106,0.0607965
32731170949,-0.356827,-0.217884,0.0606529
32731193346,-0.356827,-0.217884,0.0606529
32731212940,-0.357987,-0.217837,0.0609
32731230935,-0.359126,-0.217919,0.061047
32731253519,-0.360016,-0.218127,0.0611896
32731274362,-0.360016,-0.218127,0.0611896
32731290877,-0.358902,-0.218145,0.0611881
32731313326,-0.358913,-0.218267,0.0612115
32731334358,-0.359434,-0.218492,0.0613133
32731350990,-0.359423,-0.21837,0.0612899
32731373550,-0.359423,-0.21837,0.0612899
32731394401,-0.359159,-0.218661,0.0610642
32731410957,-0.359029,-0.218662,0.0610501
32731432624,-0.359786,-0.218784,0.0610345
32731453612,-0.359786,-0.218784,0.0610345
32731470053,-0.35926,-0.218847,0.060735
32731492562,-0.358334,-0.218791,0.0603698
32731513613,-0.357578,-0.218294,0.060439
32731530098,-0.354241,-0.217664,0.0599415
32731552601,-0.351776,-0.217318,0.0592219
32731573698,-0.352134,-0.216804,0.0592942
32731590059,-0.352987,-0.216558,0.0592221
32731612649,-0.352743,-0.216395,0.0594158
32731634984,-0.352062,-0.216058,0.0600227
32731650028,-0.3503,-0.215386,0.0603279
32731672585,-0.348315,-0.215033,0.0604105
