timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
32913106991,0,-1,11,-19,1,1,-1,0
32913106991,0,1,12,14,-2,0,0,0
32913128778,-1,2,2,2,-4,0,-1,1
32913128778,-1,-4,-2,5,-2,-1,-1,-1
32913129466,0,1,-3,1,0,0,0,0
32913129466,0,-1,0,-8,-1,-1,0,0
32913142432,-1,-2,3,13,-2,-2,-1,0
32913142432,1,1,-5,-13,0,0,1,-1
32913150620,-3,0,5,6,-2,-2,-2,-3
32913150620,-3,-6,-4,-4,3,-2,-2,-2
32913166289,-3,2,-6,12,-5,-3,-2,-2
32913166289,-2,-3,-8,-25,-3,-1,1,-1
32913166939,1,-1,-4,11,-1,1,-1,0
32913166939,0,0,-8,-7,-1,-1,0,0
32913188646,0,-1,-5,-12,-3,-2,0,-2
32913188646,1,2,8,10,5,0,1,-1
32913189496,-2,-1,18,-10,-7,-2,1,0
32913189496,0,0,-10,7,14,2,-1,-2
32913202463,0,-1,5,11,-2,-1,-2,-3
32913202463,-1,0,4,31,2,1,-3,0
32913211292,0,3,-6,-32,-1,-1,-1,1
32913211292,-1,-4,-4,-16,-3,-2,-1,0
32913226243,-1,0,1,-11,-3,-2,-1,-1
32913226243,-3,-5,-4,-4,-2,-2,0,-1
32913227719,1,0,-7,24,4,-1,-1,-2
32913227719,0,2,4,-10,-6,1,-1,-1
32913248829,1,-1,-12,8,-4,-1,0,2
32913248829,-3,-1,23,5,-1,-4,-2,0
32913250318,0,0,-13,6,1,-2,-1,-2
32913250318,0,3,1,0,-2,-1,0,0
32913271202,0,-3,3,5,0,2,0,0
32913271202,-1,-3,-2,-6,-3,-3,0,-1
32913272728,-2,0,-5,6,-1,0,0,0
32913272728,-2,-1,0,-8,0,2,-1,-1
32913286299,0,0,3,-10,-2,-1,-1,-1
32913286299,2,2,5,-34,4,-3,0,1
32913287791,0,-1,-21,31,-4,-1,1,2
32913287791,-1,-1,16,2,15,0,2,-1
32913308766,-1,-5,10,14,-8,-2,-2,-1
32913308766,0,0,12,-8,0,-1,-2,-1
32913310286,-2,-1,6,-5,-1,0,-2,-2
32913310286,2,0,-12,-18,-6,-2,-1,1
32913322501,0,1,-3,12,0,1,1,2
32913322501,-1,0,-6,9,-1,2,-1,-2
32913331286,-2,-3,3,-14,-5,0,-2,-2
32913331286,-1,-1,-4,21,-4,-2,-1,0
32913346131,-1,-1,14,-9,4,0,0,-2
32913346131,-1,-3,-35,-30,-3,1,-3,0
32913347743,-2,-1,11,24,2,-2,-1,-1
32913347743,-1,-1,-15,8,-2,-4,-2,-1
32913368743,0,-1,7,-14,-1,-3,-1,-1
32913368743,-1,-2,0,4,3,-2,0,-1
32913370300,1,-1,-19,10,2,-1,0,0
32913370300,-1,-4,19,-1,0,-2,1,0
32913382447,1,3,-2,-3,-1,-2,0,0
32913382447,1,0,3,5,0,0,0,0
32913391297,-1,-2,-4,6,4,-1,0,0
32913391297,-2,1,-11,-15,-10,-1,1,-2
32913406330,-1,-1,-26,-5,12,1,-1,0
32913406330,1,3,32,12,-1,0,0,-1
32913407761,-1,-1,-14,-20,0,-2,1,2
32913407761,-1,1,0,-7,3,0,-2,0
32913428712,-2,-2,5,0,-5,-1,-1,-2
32913428712,1,1,-14,-13,-6,1,1,-2
32913430283,2,1,3,30,9,3,0,0
32913430283,-1,-6,4,-25,-7,-3,-3,-3
32913442507,3,2,-2,0,0,0,1,1
32913442507,-1,-3,-11,15,0,0,-2,1
32913451311,1,3,18,-10,-5,0,-1,0
32913451311,-1,-5,-19,1,2,1,0,-1
32913466498,-1,-1,9,13,-3,-1,-1,-1
32913466498,-3,0,2,-10,1,-3,-1,-1
32913467847,-2,-1,4,-1,-1,-1,1,1
32913467847,0,1,-3,-15,-3,-4,-1,-2
32913488807,-2,-4,-4,-1,-1,-3,-1,0
32913488807,-1,0,7,0,-5,-2,-1,-2
32913490319,-2,0,-12,-13,-4,-1,-2,-2
32913490319,0,0,2,31,3,0,-1,-2
32913511309,-1,-2,-9,-12,-2,0,0,-1
32913511309,0,-2,1,8,0,1,1,1
32913512840,-1,-2,9,-10,-6,0,0,-2
32913512840,1,-2,-11,-3,-5,1,0,0
32913526249,-2,2,28,-5,2,-1,-3,-2
32913526249,-3,-1,-18,17,-2,0,0,-1
32913527784,0,0,1,-14,1,-1,-1,-3
32913527784,-1,-2,0,26,-1,2,2,2
32913548708,-1,2,-9,-21,-2,-2,-2,0
32913548708,0,-1,3,9,4,0,-1,-1
32913550315,-1,-3,-6,0,1,-3,-1,0
32913550315,1,1,9,-7,-2,0,-3,1
32913571140,-2,-3,-29,-16,-2,-2,-1,-1
32913571140,-2,-2,24,25,-6,0,0,1
32913572765,3,3,5,-10,14,1,1,1
32913572765,-2,0,3,-16,-1,-2,-1,-2
32913586178,1,0,4,28,-1,0,0,-1
32913586178,-1,-2,-9,-18,-3,-2,-1,-1
32913587748,0,0,-2,-11,-4,1,-1,0
32913587748,0,0,3,2,-1,-2,-1,-1
32913607307,2,0,-5,-5,1,-1,1,0
32913607307,-1,0,-9,-3,3,0,0,0
32913616275,-2,-3,4,15,1,-1,-2,-1
32913616275,-1,1,4,-6,-1,1,-2,1
32913631223,-2,-2,-25,1,-4,1,0,-1
32913631223,-3,-3,-10,-15,-1,1,1,0
32913632725,-1,-2,12,68,-1,-3,0,-3
32913632725,0,2,3,-59,-8,-2,-1,-1
32913653799,0,0,8,-14,1,-1,0,1
32913653799,1,-1,1,-17,-3,-1,-1,0
32913655329,-2,1,-10,1,-2,0,1,0
32913655329,-1,-2,-7,10,2,-1,1,-2
32913667360,-1,1,8,5,-1,-2,-3,-2
32913667360,-2,0,-6,3,0,-3,-1,0
32913676303,-2,-3,-3,-13,-4,-1,-1,-1
32913676303,-2,1,0,12,-4,0,-3,1
32913691272,0,-1,4,13,18,4,0,0
32913691272,0,3,-1,16,-1,0,-2,-1
32913692800,0,-3,4,4,-4,-3,-2,0
32913692800,1,0,-3,-37,-2,-2,1,-1
32913713802,0,-2,-6,4,-4,-1,1,-1
32913713802,1,-2,-1,-1,4,0,0,-1
32913715293,0,-1,-2,-8,-4,-2,1,-1
32913715293,-1,1,-6,19,4,0,1,1
32913727452,-1,0,19,5,-2,-2,-2,-1
32913727452,0,-1,-11,-10,6,0,-1,-1
32913736299,-2,0,2,-8,-5,-1,-3,0
32913736299,-1,-2,-11,-16,2,1,0,1
32913751304,-3,-1,3,3,-5,-1,-1,-1
32913751304,-2,2,9,46,-3,-2,-1,1
32913752823,0,-1,-8,-12,2,1,0,-1
32913752823,-1,-1,9,-5,-3,-2,0,0
32913773828,-1,-2,-7,-24,-3,-2,0,0
32913773828,2,0,-7,-25,-6,-1,1,0
32913775316,-1,-2,8,-5,-4,-1,-2,-1
32913775316,-2,0,-18,27,5,0,0,-1
32913787430,1,-1,-12,-8,-4,-2,0,-1
32913787430,-1,1,19,13,1,-1,-1,-1
32913796332,-1,-1,-34,-23,-5,-1,0,0
32913796332,-2,-3,8,10,2,1,-2,0
32913811290,-1,1,5,-5,-2,1,0,1
32913811290,-2,1,-5,34,0,-1,-3,-2
32913812833,-2,-1,10,-42,1,-1,-1,1
32913812833,0,0,-9,16,-3,-2,1,1
32913833807,-2,-3,-11,15,0,-1,-1,-2
32913833807,2,-1,15,3,-2,0,0,0
32913835314,-1,0,-2,-19,2,0,0,0
32913835314,-1,0,5,7,0,-1,0,0
32913847510,-1,1,7,-2,0,1,0,-1
32913847510,0,-2,-23,-12,-1,-2,-1,-2
32913856353,-2,-2,15,22,4,0,1,-2
32913856353,0,0,-1,11,0,-2,1,-2
32913871351,0,1,14,-9,0,0,-1,-2
32913871351,-1,-1,-9,-2,-1,2,0,-2
32913872838,0,0,-3,22,-7,2,0,-1
32913872838,-1,3,31,1,8,1,-1,-3
32913893752,-3,-3,-5,-40,-8,-3,-2,-1
32913893752,2,0,-4,-10,6,2,3,0
32913895278,-1,-1,1,16,-5,-2,-2,-3
32913895278,1,-3,-4,7,-2,-2,0,-2
32913907482,1,-1,6,29,4,2,0,1
32913907482,-2,0,-12,-20,-2,-1,-1,-2
32913916310,1,1,17,7,15,1,1,0
32913916310,-3,-3,-14,-17,-4,-1,-1,-1
32913931319,-1,1,3,31,-1,-1,-1,1
32913931319,-1,0,1,-36,-5,-2,-2,0
32913932747,0,1,-1,14,1,-3,0,1
32913932747,-1,0,-11,-18,-1,-2,-1,0
32913953834,0,2,12,-6,0,-3,2,0
32913953834,-1,-3,-8,13,6,2,-1,1
32913955334,0,-1,-3,2,1,-1,-3,0
32913955334,1,1,3,37,-2,1,-2,-1
32913967465,1,0,-9,-45,-3,2,0,-1
32913967465,-1,-2,-3,-1,-4,-2,0,-1
32913976326,-1,0,-13,-14,3,0,0,-1
32913976326,-1,-2,1,31,-3,-1,1,-2
32913991339,-1,-3,10,10,-2,0,-1,-1
32913991339,-2,-1,-13,-11,3,0,-2,-1
32913992816,0,-3,-4,-3,-6,-1,-2,-1
32913992816,-1,0,-16,-13,0,-2,-2,0
32914013664,0,-2,-2,10,-1,-4,0,-1
32914013664,-1,-3,16,-2,-2,-1,-1,0
32914015253,-3,-2,-8,-4,-2,0,1,-1
32914015253,-3,1,-2,-12,-2,0,0,-2
32914036236,0,0,1,20,5,-2,-2,-2
32914036236,-1,1,24,-5,-1,-1,0,1
32914037802,2,2,3,-15,-5,-3,0,1
32914037802,0,-4,-5,-18,-3,-2,0,0
32914051316,-1,-3,-2,10,3,-2,-2,-3
32914051316,-1,0,4,-22,-2,-2,-2,0
32914052813,0,0,-12,20,0,0,-2,-4
32914052813,-1,1,2,-30,-3,-1,-1,0
32914073827,0,-3,-19,-21,1,2,0,1
32914073827,-2,-2,5,46,3,-2,-2,-2
32914075343,-3,0,6,-8,-5,-3,-2,-1
32914075343,0,3,6,14,12,2,-1,-1
32914096309,-1,-3,-4,12,-1,2,1,0
32914096309,0,5,3,-27,-8,0,1,1
32914097814,-3,-8,-7,6,1,-1,-1,-3
32914097814,1,13,-21,-8,0,-1,0,-1
32914111411,-2,-24,8,-23,-4,-3,1,0
32914111411,0,-2,-4,18,1,1,-1,-2
32914112880,0,-5,4,0,-2,-3,-2,-1
32914112880,0,0,5,14,-2,-2,-2,-2
32914133833,1,10,3,72,2,0,2,0
32914133833,-4,-22,-45,-51,-6,-2,0,-4
32914135339,-3,17,31,-48,-4,-1,-1,1
32914135339,-9,-31,-20,-14,-1,2,2,-1
32914156265,-1,4,39,33,-3,-2,-2,0
32914156265,13,11,10,55,0,-5,-4,12
32914157783,8,-2,37,102,2,-3,-2,3
32914157783,-18,-14,-47,-89,-7,5,3,-36
32914170723,-59,14,-33,-1,9,5,-1,-5
32914170723,-88,7,74,-41,-3,-3,-5,-25
32914177407,58,-27,-15,21,1,4,4,34
32914177407,60,18,-53,-40,-8,2,2,-2
32914193789,1,5,1,72,-13,-10,-8,-31
32914193789,-23,14,2,59,10,2,2,2
32914195363,-8,0,-13,-87,4,4,4,22
32914195363,-91,-28,0,-57,-3,-5,-11,-36
32914216336,59,7,18,34,-12,-2,-3,8
32914216336,67,15,4,-18,5,2,2,3
32914217841,-84,5,-29,-80,-7,-4,0,-15
32914217841,15,-1,26,127,11,-4,-4,2
32914230657,66,-8,1,-128,1,-8,3,18
32914230657,-18,-10,-95,55,-5,11,-1,-3
32914237509,36,13,71,-30,-4,-2,2,23
32914237509,91,23,1,34,4,6,6,13
32914253878,-108,22,96,100,3,6,6,7
32914253878,42,-10,33,14,4,-3,1,0
32914255360,38,2,-26,-18,-3,-13,-1,-30
32914255360,-14,-1,19,111,4,8,12,24
32914276213,0,15,-4,-119,-32,-23,-11,12
32914276213,24,-34,-67,-114,-3,3,1,7
32914277799,-35,18,-53,2,12,9,8,-31
32914277799,90,5,81,85,15,-7,-10,-27
32914289874,-73,-21,-68,-120,0,11,14,21
32914289874,43,4,-35,76,-13,-11,-5,5
32914298873,-27,-2,51,-9,1,5,0,10
32914298873,-76,-5,7,-20,-1,-19,-26,12
32914313775,55,-8,-4,33,12,26,44,-3
32914313775,68,-17,15,-17,-6,2,0,-11
32914315324,-24,-5,38,127,6,2,-5,-2
32914315324,-42,-2,7,-106,-17,-6,4,12
32914336345,113,21,-23,93,12,-15,-28,2
32914336345,-97,-46,49,79,4,-2,-10,-26
32914337856,67,34,2,76,14,9,21,-29
32914337856,-64,-23,57,-101,-15,-1,-5,25
32914349908,-10,7,21,109,-1,-10,-22,-35
32914349908,31,10,-126,-77,5,8,14,26
32914358857,33,-7,-18,101,-2,-16,-19,41
32914358857,76,-2,-73,-110,-6,10,17,-34
32914381379,-49,28,101,45,11,17,3,55
32914381379,57,5,127,-62,-14,-2,-10,23
32914382891,-111,3,-93,30,24,11,15,-1
32914382891,127,27,44,-62,-20,-16,1,7
32914396376,-80,-37,-16,-97,18,22,22,-25
32914396376,-6,31,8,12,-1,-2,3,2
32914397865,-106,-71,-82,-29,9,1,-10,-27
32914397865,-14,26,52,27,-11,-8,27,-3
32914409987,54,-28,25,55,11,-26,-56,36
32914409987,-56,36,-13,100,4,-6,5,-4
32914418858,44,-32,68,-89,-13,3,-24,39
32914418858,-60,-4,71,90,0,1,11,-69
32914433944,79,-29,-43,27,-5,-24,-84,-27
32914433944,-69,-6,58,83,11,-3,27,-47
32914435376,67,-8,13,3,-34,-7,41,-3
32914435376,22,13,88,71,-1,-8,-28,5
32914456359,127,7,9,85,-2,9,4,84
32914456359,111,-32,-102,26,2,-10,76,56
32914457834,-87,69,38,-48,27,-13,-99,-1
32914457834,13,-22,52,-62,-3,53,70,70
32914469958,-14,49,-74,-28,-8,0,41,-51
32914469958,-35,-31,73,-10,10,6,-21,3
32914478859,119,63,-71,15,18,-3,-27,22
32914478859,-30,-44,-128,35,-7,-1,61,-9
32914493964,-56,14,64,-52,-3,21,4,-14
32914493964,-3,7,30,-99,-16,3,-22,4
32914495367,67,20,-7,-47,12,13,15,-32
32914495367,-22,32,4,45,16,-27,-41,15
32914516401,-31,-29,-113,13,-10,-5,29,-35
32914516401,-57,9,-24,-18,10,1,-8,-14
32914517841,-6,-21,30,-23,-21,-25,33,-17
32914517841,-16,-23,-83,31,5,1,-11,21
32914530030,-42,29,87,-120,-14,-7,8,-5
32914530030,0,-3,35,-78,-13,-4,-27,-12
32914538865,6,16,74,-88,-17,19,13,14
32914538865,-5,21,100,39,5,3,-36,8
32914553915,-104,10,83,-111,-11,4,-4,-18
32914553915,0,2,-57,77,17,-15,-42,-13
32914555391,-12,-25,-17,20,-6,-15,-42,-11
32914555391,-13,-5,-34,-53,-11,-7,-53,2
32914576209,-21,-16,-23,5,4,-18,-15,-22
32914576209,3,39,90,48,5,29,39,8
32914577812,-15,-31,-23,-16,-21,3,22,1
32914577812,11,25,-40,-35,11,3,28,5
32914589810,47,-27,-84,-84,7,-2,16,31
32914589810,-71,-4,-47,11,-11,4,27,9
32914598831,34,-8,26,-1,-3,5,4,3
32914598831,-17,10,23,-47,-7,-5,-2,-4
32914613726,-17,-4,-54,32,-4,0,7,-7
32914613726,23,-19,-45,-4,-11,-5,-3,-12
32914615252,-4,9,10,76,18,2,16,-8
32914615252,-18,-17,-17,25,10,0,-5,3
32914636182,14,-10,-31,12,-1,1,-2,-4
32914636182,14,5,28,33,5,-8,-19,-1
32914637803,-19,-13,3,22,-18,0,10,-3
32914637803,5,20,12,33,-7,0,-2,2
32914649772,14,-46,-5,0,9,7,9,-4
32914649772,12,5,-9,89,16,1,-4,2
32914658807,-21,-2,2,-100,-21,-1,14,0
32914658807,-6,1,-23,65,13,0,3,-10
32914673641,5,13,22,13,-4,8,71,-4
32914673641,2,-7,-15,-62,-10,5,105,-1
32914675294,3,-6,1,-75,-1,5,82,1
32914675294,7,-5,-35,-30,8,2,10,3
32914696238,5,5,0,29,1,-4,-29,1
32914696238,8,-9,-4,-128,-4,-4,-78,-3
32914697831,-11,0,-19,4,-3,-4,-63,-4
32914697831,-3,-2,-6,-8,0,7,-48,-1
32914709775,-5,-2,5,-67,6,2,-46,-1
32914709775,0,7,7,-23,-10,-11,-36,-5
32914718829,2,-4,-8,58,11,-10,-22,-4
32914718829,-5,-5,-1,-37,0,-12,-14,1
32914733179,-1,-9,-37,81,-6,-9,-9,0
32914733179,3,12,6,-30,0,-2,-12,1
32914739849,-2,-8,4,86,3,-2,-1,2
32914739849,-8,-12,-26,-14,-2,7,1,-2
32914756346,3,7,6,3,4,8,4,-1
32914756346,1,-1,-12,-15,-25,-4,-4,1
32914757957,-6,-5,-1,-23,24,5,-1,-1
32914757957,2,-5,27,48,1,-6,7,-2
32914769926,3,0,2,-52,-8,-5,3,-2
32914769926,-4,1,-2,24,4,-3,-7,-1
32914778843,-2,-4,-12,-34,-10,-1,1,0
32914778843,-1,-3,2,45,-1,-3,2,-3
32914793785,0,3,6,16,4,-3,1,-2
32914793785,-1,-2,-18,-20,6,1,-1,0
32914795307,-2,3,12,27,-6,1,0,-1
32914795307,-1,0,-4,-8,5,0,2,1
32914816223,0,0,-17,2,-3,1,1,1
32914816223,-2,0,12,-3,2,-2,1,-2
32914817811,-2,0,-2,-5,-11,-2,0,-1
32914817811,0,-5,-2,1,11,1,0,0
32914829941,2,2,2,-15,-12,-2,1,-1
32914829941,-2,-3,8,-1,18,2,-2,0
32914838867,0,-2,-5,7,-2,1,0,0
32914838867,1,-1,1,-29,-10,-5,1,1
32914853042,-3,0,-11,-23,1,-1,1,0
32914853042,0,1,6,-14,-16,-1,0,0
32914859952,-2,-7,-9,42,17,1,0,0
32914859952,-1,-1,-1,-20,-3,1,2,-4
32914876289,1,2,1,-7,3,-2,-1,-1
32914876289,0,1,0,19,-3,-1,-3,-1
32914877823,1,1,-20,39,-7,1,0,-1
32914877823,-2,-1,4,-22,1,1,2,1
32914889996,-2,2,12,30,-1,0,0,0
32914889996,1,-1,6,7,2,-3,0,0
32914898946,0,0,-2,-35,-9,0,0,-1
32914898946,0,4,-18,-32,14,2,1,-3
32914913233,-4,-9,15,19,-1,0,-1,0
32914913233,-1,4,1,-9,1,3,0,1
32914920011,-3,-6,-6,-31,-12,-3,-1,0
32914920011,-1,-2,-2,45,-6,-2,1,0
32914936458,1,2,0,-36,5,3,1,1
32914936458,1,-2,-8,4,-2,-3,1,-1
32914937845,-2,-2,-2,-7,-2,-1,0,-1
32914937845,-1,0,5,-4,-6,-4,-2,0
32914958846,0,1,3,12,3,-1,-2,-1
32914958846,-1,-1,-1,-3,-1,1,-1,-1
32914960356,0,2,-6,-4,-5,-5,-2,-3
32914960356,0,-2,5,-24,-9,-2,0,0
32914973170,-1,0,-10,1,11,2,-1,-1
32914973170,-1,-1,9,34,-3,2,0,-1
32914979994,-1,0,0,-6,-4,1,-1,0
32914979994,1,-3,7,-16,9,0,-1,-1
32914997034,0,0,1,24,-7,-1,1,-2
32914997034,-4,2,-7,-10,2,-3,0,-2
32914998567,1,-1,18,18,3,0,-1,0
32914998567,-3,-4,-10,-14,-7,-1,0,-1
32915018673,0,4,-5,-19,-2,-5,1,0
32915018673,-2,-2,27,-15,-5,-1,-2,-2
32915020305,-1,2,-10,-24,1,-3,0,1
32915020305,-1,-4,-3,27,-8,-2,-1,0
32915033106,-1,-2,-15,-11,1,-3,-2,-2
32915033106,-1,2,-10,-1,4,0,0,-1
32915039837,0,1,19,-18,-3,0,-2,-1
32915039837,-1,-4,3,21,19,2,1,0
32915056355,-1,-4,-1,-4,-7,1,0,-3
32915056355,-1,-1,-5,-10,3,0,0,1
32915057868,1,0,0,16,13,3,2,0
32915057868,-1,1,-13,-60,-5,0,-1,-1
32915080253,-3,1,17,71,-2,-4,-3,0
32915080253,-1,-4,-10,-6,14,3,-1,0
32915083231,-1,-2,-7,0,-5,-1,-2,-2
32915083231,-1,1,5,-4,-6,1,0,0
32915085967,0,0,-3,-26,-1,-2,1,-2
32915085967,0,-3,-2,0,-3,1,-1,0
32915094449,-1,-3,1,11,1,-1,1,1
32915094449,1,0,-6,5,-3,-1,-2,-1
32915108178,1,1,-1,25,-4,-1,0,-1
32915108178,2,2,3,-40,-4,-3,-1,0
32915115039,0,-1,-6,17,6,-1,-3,1
32915115039,0,3,3,3,11,1,6,2
32915122563,0,-3,-1,-23,-3,0,-1,2
32915122563,-3,1,1,5,2,5,2,2
32915131389,3,4,0,21,5,4,0,-2
32915131389,2,1,-3,-5,-7,0,-2,-2
32915145713,2,1,19,0,4,3,0,0
32915145713,1,0,3,3,-4,-3,1,-1
32915152403,-2,-10,-25,-47,-4,-1,1,1
32915152403,-2,5,16,40,-19,-4,-5,0
32915168065,3,3,-11,17,35,2,2,1
32915168065,-2,2,-5,-23,3,2,0,1
32915174927,-1,1,8,-10,-4,0,2,-1
32915174927,0,-1,-8,11,7,0,-2,1
32915191306,-1,-2,8,-8,-13,0,1,2
32915191306,0,-1,0,13,-6,-5,-3,-3
32915192854,0,2,-10,30,3,2,0,1
32915192854,0,-1,0,-36,-9,-1,1,-1
32915205581,-2,-5,-12,-24,-16,-4,-1,-4
32915205581,-1,-2,0,2,-6,-4,-1,-1
32915212563,-1,0,11,-6,-2,-2,-1,-2
32915212563,0,-1,5,12,7,1,0,-1
32915228196,-1,0,-20,20,7,2,2,0
32915228196,0,2,4,-18,-17,-6,0,-1
32915235036,-1,1,-5,1,-5,-1,1,0
32915235036,-2,-5,-6,12,-7,-1,1,2
32915252006,-3,2,7,-34,-1,-1,0,0
32915252006,2,-2,-2,38,13,2,1,2
