timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
32796062619,2,0,-25,12,1,0,0,1
32796062619,2,-2,13,-7,1,-1,-2,-2
32796064381,0,1,0,21,-2,0,0,-1
32796064381,-1,-3,0,-20,3,2,-1,1
32796085107,-1,5,3,27,-1,-1,-2,-2
32796085107,-2,-3,-5,-1,-2,-1,-2,-2
32796086687,1,-1,8,-45,-1,-3,-2,-1
32796086687,1,0,5,5,0,1,0,1
32796098772,0,-2,-7,5,0,1,-1,-1
32796098772,-1,1,9,-1,0,-4,-1,1
32796107705,1,-1,15,21,-2,1,2,-1
32796107705,1,2,-6,-9,1,1,0,1
32796122713,0,-6,-27,-8,-7,-1,1,-2
32796122713,-2,-1,0,-1,0,-4,1,-3
32796124400,0,2,6,4,3,-2,-7,-1
32796124400,-1,-1,-1,-10,0,2,2,1
32796145055,0,5,8,-10,-1,-3,2,0
32796145055,-2,-5,-12,-11,-4,-1,-1,-1
32796146675,-2,-3,-3,7,-1,0,-2,-3
32796146675,-1,1,2,-7,-3,-1,0,-1
32796159241,0,1,19,17,4,0,-1,0
32796159241,-1,0,-24,-20,-1,1,-1,1
32796167792,-2,-9,5,5,-2,0,0,-2
32796167792,-2,-3,-4,1,-2,0,0,0
32796182765,2,2,14,8,-2,0,-1,-1
32796182765,1,0,-13,-10,-4,-1,-2,1
32796184229,0,2,-1,-3,-1,-3,-2,1
32796184229,0,0,12,10,1,-2,-1,-2
32796205234,-3,-3,-14,-2,2,-3,-1,-1
32796205234,0,1,9,7,-1,3,0,-2
32796206827,1,0,-12,-7,-1,2,-2,-1
32796206827,0,0,-4,-9,-3,-3,1,-1
32796227584,-3,-4,12,-8,0,-3,0,-1
32796227584,1,4,7,7,0,0,-1,-2
32796229298,-2,-6,-11,3,2,0,2,1
32796229298,2,0,5,7,-1,1,-2,-1
32796242759,1,1,-2,-17,0,2,0,0
32796242759,-2,-4,-10,-3,-1,-2,1,-1
32796244402,-3,1,16,7,1,1,2,-1
32796244402,0,-1,5,5,3,-1,0,0
32796265036,1,0,-6,-8,0,0,-2,2
