timestamp,x,y,z,w
32796063474,-0.188782,-0.153137,0.166443,0.955566
32796085928,-0.188782,-0.153076,0.166443,0.955566
32796106977,-0.188843,-0.153137,0.166443,0.955566
32796123391,-0.188782,-0.153137,0.166443,0.955566
32796146005,-0.188782,-0.153137,0.166443,0.955566
32796166963,-0.188538,-0.152954,0.166443,0.955688
32796183411,-0.188538,-0.152893,0.166443,0.955688
32796205928,-0.188538,-0.152893,0.166443,0.955688
32796228539,-0.188538,-0.152893,0.166443,0.955688
32796243372,-0.188538,-0.152893,0.166443,0.955688
32796266006,-0.188538,-0.152954,0.166443,0.955688
32796288400,-0.188538,-0.152954,0.166443,0.955688
32796303534,-0.188477,-0.152954,0.166443,0.955688
32796325882,-0.188477,-0.152954,0.166443,0.955688
32796348461,-0.188477,-0.152954,0.166443,0.955688
32796363375,-0.188721,-0.153015,0.166382,0.955627
32796385952,-0.188721,-0.153015,0.166382,0.955627
32796408394,-0.188721,-0.153015,0.166382,0.955627
32796422764,-0.18866,-0.153015,0.166382,0.955627
32796445899,-0.18866,-0.153015,0.166382,0.955627
32796468387,-0.18866,-0.153015,0.166382,0.955627
32796482694,-0.18866,-0.153015,0.166382,0.955627
32796505902,-0.188599,-0.153015,0.166382,0.955627
32796528412,-0.188782,-0.153015,0.166565,0.955566
32796542743,-0.189575,-0.153137,0.166565,0.955444
32796565869,-0.189941,-0.153076,0.166809,0.955322
32796588361,-0.189514,-0.152832,0.167114,0.955383
32796602783,-0.188721,-0.152466,0.167297,0.955566
32796625909,-0.188721,-0.152405,0.167297,0.955566
32796648397,-0.189636,-0.152588,0.167114,0.955383
32796662711,-0.19043,-0.15271,0.167175,0.9552
32796685865,-0.190308,-0.152649,0.167236,0.9552
32796714461,-0.190308,-0.152649,0.167236,0.9552
32796722746,-0.190308,-0.152649,0.167297,0.9552
32796745890,-0.190308,-0.152649,0.167297,0.9552
32796768397,-0.190308,-0.152649,0.167297,0.9552
32796789484,-0.189819,-0.152649,0.167358,0.955322
32796805886,-0.189148,-0.152588,0.16748,0.955444
32796828409,-0.188843,-0.152771,0.167419,0.955444
32796849461,-0.188843,-0.152954,0.167297,0.955444
32796865966,-0.188965,-0.153076,0.167236,0.955444
32796888442,-0.189392,-0.153198,0.167114,0.955322
32796909539,-0.189392,-0.153198,0.167114,0.955322
32796925933,-0.189392,-0.153198,0.167114,0.955322
32796948455,-0.189209,-0.153259,0.167175,0.955383
32796969659,-0.18927,-0.153259,0.167175,0.955383
32796985948,-0.189209,-0.153259,0.167114,0.955383
32797008409,-0.189026,-0.153259,0.167236,0.955383
32797029494,-0.189026,-0.153259,0.167236,0.955383
32797046001,-0.188965,-0.153259,0.167236,0.955383
32797068421,-0.188965,-0.153259,0.167175,0.955383
32797089557,-0.188965,-0.153259,0.167175,0.955383
32797105986,-0.188904,-0.153259,0.167175,0.955383
32797128453,-0.188904,-0.153259,0.167175,0.955444
32797149673,-0.188904,-0.153259,0.167175,0.955383
32797165986,-0.188904,-0.153259,0.167175,0.955444
32797188479,-0.188904,-0.153259,0.167175,0.955444
32797210925,-0.188904,-0.153259,0.167175,0.955444
32797225919,-0.188843,-0.153259,0.167175,0.955444
32797248456,-0.188904,-0.153259,0.167175,0.955444
32797270924,-0.188843,-0.15332,0.167175,0.955444
32797286013,-0.188843,-0.15332,0.167175,0.955444
32797308500,-0.188843,-0.15332,0.167175,0.955444
32797331002,-0.188843,-0.15332,0.167175,0.955444
32797345323,-0.188843,-0.15332,0.167175,0.955444
32797368484,-0.188782,-0.15332,0.167175,0.955444
32797390955,-0.188782,-0.15332,0.167175,0.955444
32797405328,-0.188782,-0.15332,0.167175,0.955444
32797428498,-0.188538,-0.15332,0.167175,0.955505
32797450950,-0.188538,-0.15332,0.167175,0.955505
32797465303,-0.188538,-0.15332,0.167175,0.955505
32797488456,-0.188477,-0.15332,0.167175,0.955505
32797510979,-0.188477,-0.15332,0.167175,0.955505
32797525306,-0.188477,-0.15332,0.167175,0.955505
32797548956,-0.188477,-0.15332,0.167175,0.955505
32797571000,-0.188171,-0.153076,0.167114,0.955627
32797585324,-0.188171,-0.152893,0.167114,0.955627
32797608457,-0.188965,-0.152954,0.167297,0.955444
32797631015,-0.18927,-0.152893,0.167358,0.955383
32797645328,-0.189819,-0.152893,0.16748,0.955261
32797668503,-0.18988,-0.152893,0.167725,0.9552
32797691050,-0.190491,-0.153137,0.167847,0.955017
32797712140,-0.191345,-0.153503,0.16803,0.954773
32797728530,-0.191101,-0.153564,0.168274,0.954773
32797750994,-0.190369,-0.153381,0.168457,0.954895
32797772193,-0.189636,-0.153259,0.168457,0.955017
32797788492,-0.189636,-0.153259,0.168457,0.955078
32797811030,-0.189636,-0.153564,0.168457,0.955017
