timestamp,x,y,z
32796063474,0.222656,-0.398926,0.861328
32796085928,0.216797,-0.401855,0.853516
32796106977,0.229004,-0.405762,0.854492
32796123391,0.224121,-0.392578,0.855957
32796146005,0.222168,-0.40332,0.860352
32796166963,0.226074,-0.395996,0.858887
32796183411,0.212891,-0.396484,0.854004
32796205928,0.218262,-0.397949,0.856445
32796228539,0.223145,-0.401855,0.856445
32796243372,0.226074,-0.401367,0.856934
32796266006,0.231445,-0.394043,0.855469
32796288400,0.226074,-0.394531,0.854492
32796303534,0.220703,-0.394043,0.85791
32796325882,0.226074,-0.390137,0.85791
32796348461,0.217773,-0.389648,0.85498
32796363375,0.226562,-0.406738,0.856445
32796385952,0.222656,-0.40332,0.857422
32796408394,0.224609,-0.396484,0.864746
32796422764,0.222656,-0.393555,0.856934
32796445899,0.221191,-0.393066,0.854004
32796468387,0.228516,-0.401855,0.859863
32796482694,0.220703,-0.399902,0.863281
32796505902,0.224609,-0.387207,0.859375
32796528412,0.220703,-0.386719,0.863281
32796542743,0.22998,-0.412109,0.858398
32796565869,0.224609,-0.414062,0.854492
32796588361,0.219727,-0.405273,0.861328
32796602783,0.219727,-0.375,0.862793
32796625909,0.214355,-0.375488,0.858887
32796648397,0.224121,-0.398438,0.854004
32796662711,0.228027,-0.425293,0.856934
32796685865,0.22168,-0.406738,0.850098
32796714461,0.223633,-0.404297,0.856934
32796722746,0.216797,-0.399414,0.861816
32796745890,0.21875,-0.398926,0.849121
32796768397,0.220703,-0.414062,0.85498
32796789484,0.222168,-0.411133,0.870117
32796805886,0.216797,-0.389648,0.861816
32796828409,0.222656,-0.382324,0.861816
32796849461,0.229004,-0.390137,0.860352
32796865966,0.219727,-0.393066,0.856934
32796888442,0.226074,-0.411621,0.863281
32796909539,0.222656,-0.403809,0.855957
32796925933,0.223145,-0.408203,0.858398
32796948455,0.231445,-0.406738,0.858887
32796969659,0.216797,-0.401855,0.844238
32796985948,0.22998,-0.399414,0.862305
32797008409,0.223145,-0.394531,0.850586
32797029494,0.225586,-0.400391,0.859375
32797046001,0.228516,-0.387695,0.857422
32797068421,0.230957,-0.400879,0.860352
32797089557,0.226562,-0.398926,0.863281
32797105986,0.220215,-0.395996,0.861816
32797128453,0.222168,-0.395508,0.856445
32797149673,0.223145,-0.401855,0.852051
32797165986,0.225098,-0.399414,0.86084
32797188479,0.222656,-0.39502,0.858398
32797210925,0.226562,-0.404297,0.862793
32797225919,0.222168,-0.390625,0.85498
32797248456,0.222168,-0.402344,0.858887
32797270924,0.233398,-0.400391,0.855469
32797286013,0.22168,-0.396973,0.857422
32797308500,0.224121,-0.393555,0.853516
32797331002,0.226074,-0.401855,0.860352
32797345323,0.228027,-0.396484,0.855957
32797368484,0.223145,-0.39209,0.863281
32797390955,0.229492,-0.395996,0.853516
32797405328,0.225098,-0.409668,0.864258
32797428498,0.230469,-0.399902,0.858398
32797450950,0.225098,-0.39502,0.854492
32797465303,0.225586,-0.395508,0.85791
32797488456,0.223633,-0.393066,0.859863
32797510979,0.225586,-0.395996,0.855957
32797525306,0.224609,-0.395508,0.862305
32797548956,0.221191,-0.397461,0.863281
32797571000,0.223633,-0.385254,0.858398
32797585324,0.223145,-0.382324,0.866211
32797608457,0.22998,-0.400879,0.851562
32797631015,0.231445,-0.389648,0.856445
32797645328,0.229004,-0.39502,0.851562
32797668503,0.219727,-0.388672,0.856934
32797691050,0.219727,-0.404297,0.852539
32797712140,0.221191,-0.437988,0.850098
32797728530,0.220215,-0.415527,0.856445
32797750994,0.225586,-0.40625,0.856445
32797772193,0.223145,-0.384277,0.854004
32797788492,0.226074,-0.394531,0.866699
32797811030,0.226074,-0.396484,0.854492
32797832138,0.21875,-0.405273,0.861816
32797838923,0.226562,-0.408203,0.849609
32797853855,0.215332,-0.398926,0.867188
32797876560,0.216797,-0.374023,0.853027
32797899075,0.237305,-0.400879,0.857422
32797913904,0.233887,-0.421875,0.850098
32797936551,0.227051,-0.393555,0.850098
32797954471,0.222656,-0.400879,0.855957
32797973860,0.212891,-0.389648,0.858398
32797996398,0.206055,-0.399414,0.855469
32798014286,0.22168,-0.418945,0.858887
32798033909,0.222168,-0.405273,0.855469
32798056468,0.217285,-0.396973,0.859375
32798074421,0.22998,-0.397949,0.852539
32798101440,0.225098,-0.407715,0.862305
32798116545,0.225098,-0.404297,0.850586
32798134478,0.211914,-0.396484,0.847168
32798154089,0.227051,-0.409668,0.85498
32798176591,0.221191,-0.40918,0.855957
32798194506,0.224121,-0.402344,0.852051
32798214024,0.225098,-0.394043,0.878906
32798236565,0.226562,-0.362305,0.855469
32798254338,0.211914,-0.379883,0.852051
32798273927,0.230469,-0.380371,0.863281
32798296432,0.21582,-0.401367,0.865723
32798314417,0.212891,-0.406738,0.861328
32798333965,0.222168,-0.412598,0.85498
32798356502,0.225586,-0.442871,0.850098
32798381890,0.22998,-0.42627,0.852051
32798393923,0.222168,-0.399414,0.853516
32798416455,0.21875,-0.390137,0.858887
32798434518,0.229492,-0.385254,0.858398
32798454079,0.219238,-0.39502,0.856934
32798476562,0.224121,-0.390137,0.86084
32798494470,0.223145,-0.403809,0.854004
32798513998,0.224121,-0.412598,0.855469
32798536576,0.227539,-0.396973,0.86377
32798554366,0.227539,-0.387695,0.856934
32798574083,0.223145,-0.404297,0.852539
