timestamp,x,y,z,w
32728385921,-0.168335,-0.11499,0.00390625,0.978943
32728402404,-0.168396,-0.114624,0.00390625,0.979004
32728424858,-0.168823,-0.11377,0.00469971,0.979004
32728447394,-0.168518,-0.112549,0.00738525,0.979187
32728462378,-0.165222,-0.112671,0.0114746,0.979736
32728484845,-0.16217,-0.111694,0.00817871,0.980347
32728505890,-0.167725,-0.107178,0.00958252,0.979919
32728521700,-0.170288,-0.108215,0.00939941,0.97937
32728544883,-0.170044,-0.109558,0.00891113,0.979248
32728565941,-0.169861,-0.108826,0.00946045,0.97937
32728582390,-0.169739,-0.108459,0.00927734,0.979431
32728604883,-0.170227,-0.108582,0.00939941,0.97937
32728625958,-0.171143,-0.108521,0.00952148,0.979187
32728642423,-0.171204,-0.108826,0.00939941,0.979126
32728664899,-0.171265,-0.109192,0.00946045,0.979065
32728685881,-0.171265,-0.109253,0.00946045,0.979065
32728702390,-0.171265,-0.109314,0.00939941,0.979065
32728725338,-0.171265,-0.109314,0.00939941,0.979065
32728747388,-0.171265,-0.109314,0.00939941,0.979065
32728762417,-0.171509,-0.109253,0.00946045,0.979004
32728784866,-0.171692,-0.109192,0.00964355,0.979004
32728807381,-0.171631,-0.109131,0.00982666,0.979004
32728828429,-0.17157,-0.109131,0.00982666,0.979065
32728844909,-0.171692,-0.109131,0.0100708,0.979004
32728867359,-0.171997,-0.109131,0.0103149,0.978943
32728888458,-0.172058,-0.109253,0.010437,0.978943
32728904897,-0.171631,-0.109375,0.0105591,0.979004
32728927461,-0.171143,-0.109436,0.0105591,0.979065
32728941722,-0.171204,-0.109436,0.0105591,0.979065
32728964922,-0.171143,-0.109375,0.010498,0.979065
32728987452,-0.170959,-0.109375,0.010376,0.979126
32729001764,-0.170837,-0.109436,0.0101318,0.979126
32729024876,-0.170837,-0.109436,0.0101318,0.979126
32729047453,-0.170837,-0.109436,0.0101318,0.979126
32729061749,-0.170593,-0.109436,0.00994873,0.979187
32729084913,-0.1698,-0.109558,0.00982666,0.979309
32729108582,-0.169067,-0.109741,0.00976562,0.979431
32729121753,-0.168396,-0.10968,0.00976562,0.979492
32729144959,-0.167969,-0.10968,0.00976562,0.979614
32729167397,-0.167969,-0.109619,0.00976562,0.979614
32729181766,-0.168396,-0.109619,0.00976562,0.979553
32729205081,-0.168945,-0.10968,0.0098877,0.979431
32729233579,-0.168884,-0.10968,0.0100098,0.979431
32729248438,-0.168274,-0.10968,0.0102539,0.979553
32729264968,-0.167725,-0.10968,0.010498,0.979614
32729287466,-0.167725,-0.109863,0.0106812,0.979614
32729308566,-0.168457,-0.110107,0.0108032,0.979431
32729324955,-0.169434,-0.110352,0.0108032,0.979248
32729347453,-0.169861,-0.110413,0.0107422,0.979187
32729368503,-0.169922,-0.110474,0.0107422,0.979187
32729385020,-0.169617,-0.110596,0.010498,0.979187
32729407443,-0.169617,-0.110657,0.0103149,0.979187
32729428482,-0.169983,-0.110779,0.0100708,0.979126
32729444904,-0.170166,-0.11084,0.00982666,0.979065
32729467476,-0.170166,-0.110779,0.00964355,0.979126
32729488438,-0.170227,-0.110779,0.00946045,0.979065
32729504950,-0.170227,-0.110718,0.00927734,0.979126
32729527472,-0.170532,-0.11084,0.00909424,0.979004
32729556048,-0.170837,-0.110901,0.00897217,0.979004
32729564968,-0.170776,-0.110901,0.00897217,0.979004
32729587499,-0.170776,-0.11084,0.00897217,0.979004
32729608779,-0.170471,-0.110657,0.00909424,0.979065
32729624996,-0.170166,-0.110657,0.00927734,0.979126
32729647449,-0.170105,-0.110535,0.00946045,0.979126
32729668639,-0.170227,-0.110535,0.00970459,0.979126
32729685053,-0.170227,-0.110596,0.00970459,0.979126
32729707439,-0.170288,-0.110596,0.00970459,0.979126
32729729912,-0.170227,-0.110657,0.00982666,0.979065
32729744987,-0.169922,-0.110779,0.00976562,0.979126
32729767486,-0.169617,-0.110779,0.00982666,0.979187
32729790006,-0.169617,-0.110779,0.00982666,0.979187
32729805013,-0.169678,-0.110779,0.00982666,0.979187
32729833557,-0.169678,-0.110779,0.00982666,0.979187
32729850003,-0.169434,-0.110779,0.00982666,0.979248
32729864351,-0.169434,-0.110779,0.00982666,0.979248
32729871906,-0.169373,-0.110779,0.00982666,0.979248
32729892944,-0.169434,-0.110779,0.00982666,0.979248
32729915516,-0.169434,-0.110779,0.00982666,0.979248
32729933303,-0.169373,-0.110779,0.00982666,0.979248
32729953024,-0.169373,-0.110718,0.00982666,0.979248
32729975358,-0.169312,-0.110718,0.0100098,0.979248
32729990441,-0.169067,-0.110718,0.0102539,0.979309
32730012841,-0.169067,-0.110718,0.0105591,0.979309
32730035334,-0.169006,-0.110779,0.0107422,0.979309
32730050342,-0.169067,-0.11084,0.0107422,0.979248
32730072950,-0.169067,-0.110901,0.0107422,0.979248
32730095507,-0.169067,-0.110962,0.0107422,0.979248
32730113337,-0.169312,-0.111084,0.0106812,0.979187
32730132847,-0.169556,-0.111145,0.0105591,0.979126
32730155505,-0.169556,-0.111145,0.0105591,0.979126
32730170422,-0.169556,-0.111145,0.0105591,0.979126
32730193095,-0.1698,-0.111145,0.010437,0.979126
32730215507,-0.1698,-0.111145,0.010437,0.979126
32730230535,-0.1698,-0.111145,0.010437,0.979126
32730252948,-0.170044,-0.111328,0.0103149,0.979065
32730275552,-0.171021,-0.111511,0.0103149,0.978882
32730291866,-0.173157,-0.112,0.0102539,0.978455
32730312985,-0.175293,-0.112427,0.0101318,0.978027
32730335383,-0.175964,-0.112427,0.0101929,0.977905
32730351814,-0.175354,-0.112122,0.010376,0.978027
32730372999,-0.174683,-0.111938,0.0106201,0.978149
32730395476,-0.174561,-0.111938,0.0108643,0.978149
32730411827,-0.174927,-0.112061,0.0111084,0.978088
32730432974,-0.174988,-0.112061,0.0111084,0.978088
32730455557,-0.174683,-0.112183,0.0111084,0.978149
32730471872,-0.174133,-0.112366,0.0109863,0.97821
32730492932,-0.173889,-0.112427,0.0108643,0.978271
32730515513,-0.173889,-0.112427,0.0108643,0.978271
32730533349,-0.173889,-0.112427,0.0108643,0.97821
32730553029,-0.17395,-0.112427,0.0108643,0.97821
32730575530,-0.173645,-0.112183,0.0108032,0.978333
32730591849,-0.173279,-0.111938,0.0106812,0.978394
32730612996,-0.173035,-0.111755,0.0106812,0.978455
